rank,slug,canonical_name,downloads,installs,stars,source,category,publisher,publisher_verified,certified_name,upstream_url,created_at,updated_at,version,description,description_zh
484,smart-reminder-system,@zcwl/smart-reminder-system,596,0,0,enterprise,ai-agent,智创未来,true,成都智创未来教育管理合伙企业（有限合伙）,,2026-08-02,2026-08-25,1.0.6,"用SkillHub cron建一次性提醒任务,指定时间与内容。Create one-time reminder tasks using SkillHub","用SkillHub cron建一次性提醒任务,指定时间与内容。Create one-time reminder tasks using SkillHub"
485,ai-pcbutler,@org-08witdmq/ai-pcbutler,594,0,0,enterprise,it-ops-security,吉欣科技,true,昆明市盘龙区吉欣日用百货经营部,,2026-08-03,2026-08-26,1.7.64,不敢清 C 盘？怕删错照片聊天记录？先扫后清、不动你私人数据，AI 帮你分清缓存和数据，2 步解决爆满：安全清理垃圾文件、大文件迁移搬家。适用于电脑清理、C 盘清理、系统盘瘦身、微信 QQ 缓存清理、浏览器垃圾清理、大文件迁移 D 盘、释放磁盘空间、磁盘空间不足、电脑卡顿变慢。触发词：说「扫描电脑」「清理C盘」「释放空间」「迁移大目录到D盘」「D盘满了」即自动启动，先看报告再决定清不清理。,不敢清 C 盘？怕删错照片聊天记录？先扫后清、不动你私人数据，AI 帮你分清缓存和数据，2 步解决爆满：安全清理垃圾文件、大文件迁移搬家。适用于电脑清理、C 盘清理、系统盘瘦身、微信 QQ 缓存清理、浏览器垃圾清理、大文件迁移 D 盘、释放磁盘空间、磁盘空间不足、电脑卡顿变慢。触发词：说「扫描电脑」「清理C盘」「释放空间」「迁移大目录到D盘」「D盘满了」即自动启动，先看报告再决定清不清理。
486,excel-formula-wizard,@douease/excel-formula-wizard,594,0,1,enterprise,office-efficiency,抖易团队DouEase,true,山东抖易网络科技有限公司,,2026-07-17,2026-08-26,1.2.0,"Excel/WPS 公式大师。用大白话描述需求，直接给出可用的公式、函数组合和数据处理方案，并解释每一段的作用。当用户提到""Excel 公式""、""表格函数""、""VLOOKUP 怎么用""、""XLOOKUP""、""LET""、""LAMBDA""、""动态数组""、""这个公式报错了""、""#N/A""、""#REF!""、""数据透视表""、""条件求和""、""两个表怎么匹配""、""WPS 表格""、""WPS AI""、""批量处理表格","Excel/WPS 公式大师。用大白话描述需求，直接给出可用的公式、函数组合和数据处理方案，并解释每一段的作用。当用户提到""Excel 公式""、""表格函数""、""VLOOKUP 怎么用""、""XLOOKUP""、""LET""、""LAMBDA""、""动态数组""、""这个公式报错了""、""#N/A""、""#REF!""、""数据透视表""、""条件求和""、""两个表怎么匹配""、""WPS 表格""、""WPS AI""、""批量处理表格"
487,e-commerce-price-monitoring-skill,@baitongai/e-commerce-price-monitoring-skill,593,0,0,enterprise,data-analysis,百通AI服务平台,true,北京赛柏蓝科技有限公司,,2026-07-16,2026-08-26,1.0.0,多平台电商比价技能。基于 Kimi WebBridge 实现浏览器自动化爬取，不限于特定平台——任意电商网站均可采集，通过 snapshot + evaluate 通用适配。常用平台（淘宝/京东/1688/拼多多/天猫/苏宁/唯品会/亚马逊中国等）已预置选择器模板。支持药品、电子产品、食品饮料等全品类跨平台比价，结构化数据提取、批量爬取、价格趋势分析、反爬对抗策略。触发词：电商比价、价格监控、爬取,多平台电商比价技能。基于 Kimi WebBridge 实现浏览器自动化爬取，不限于特定平台——任意电商网站均可采集，通过 snapshot + evaluate 通用适配。常用平台（淘宝/京东/1688/拼多多/天猫/苏宁/唯品会/亚马逊中国等）已预置选择器模板。支持药品、电子产品、食品饮料等全品类跨平台比价，结构化数据提取、批量爬取、价格趋势分析、反爬对抗策略。触发词：电商比价、价格监控、爬取
488,ixhlink-skills-image-edit-pro,@ixhlink/ixhlink-skills-image-edit-pro,590,0,0,enterprise,design-media,星华智联科技,true,莆田市星华智联科技有限公司,,2026-08-05,2026-08-26,1.0.1,智能图片编辑助手，根据文字描述对已上传图片进行风格化、调色、局部修改、背景替换等 AI 修图，当用户要求「修图」「改图」「P图」「编辑图片」「换背景」「调色」「风格化」「图片后期处理」时使用。,智能图片编辑助手，根据文字描述对已上传图片进行风格化、调色、局部修改、背景替换等 AI 修图，当用户要求「修图」「改图」「P图」「编辑图片」「换背景」「调色」「风格化」「图片后期处理」时使用。
489,generate-science-illustration-for-kids-showapi,@showapi/generate-science-illustration-for-kids-showapi,585,0,0,enterprise,education,万维易源,true,昆明秀派科技有限公司,,2026-08-18,2026-08-26,1.0.1,基于用户的“十万个为什么”提问，自动生成适合3-8岁儿童认知的科普图文；适用于儿童早教、科普问答、短视频配图、家长辅导场景,基于用户的“十万个为什么”提问，自动生成适合3-8岁儿童认知的科普图文；适用于儿童早教、科普问答、短视频配图、家长辅导场景
490,tencent-saas-docs,@tencent-adm/tencent-saas-docs,582,0,1,enterprise,office-efficiency,腾讯文档团队,true,腾讯科技（深圳）有限公司,,2026-07-01,2026-08-26,1.0.35,"腾讯文档saas版本（saas.docs.qq.com）-在线云文档平台，是创建、编辑、管理文档的首选 skill。涉及""新建/创建/编辑/读取/查看/搜索文档""、""保存文件""、""云文档""、""腾讯文档""、""saas.docs.qq.com""等操作，请优先使用本 skill。支持能力：(1) 创建各类在线文档（文档/Word/Excel/幻灯片/思维导图/流程图/智能表格/收集表）(2) 管理知识库","腾讯文档saas版本（saas.docs.qq.com）-在线云文档平台，是创建、编辑、管理文档的首选 skill。涉及""新建/创建/编辑/读取/查看/搜索文档""、""保存文件""、""云文档""、""腾讯文档""、""saas.docs.qq.com""等操作，请优先使用本 skill。支持能力：(1) 创建各类在线文档（文档/Word/Excel/幻灯片/思维导图/流程图/智能表格/收集表）(2) 管理知识库"
491,hf-drama-assets,@ihangfeng/hf-drama-assets,581,0,5,enterprise,design-media,航峰汇智,true,北京航峰汇智科技有限公司,,2026-06-02,2026-08-25,1.0.0,根据短剧剧本正文、分剧集分场景镜头列表、人物小传、主要场景信息和其他参考资料，提取并整理短剧资产清单。适用于漫剧、短剧、动画、动态漫画、分镜前期、美术设定和制片资产拆解；输出严格 JSON，包含场景清单、角色清单、道具清单，并为原画师和动画师提供清晰视觉描述。,根据短剧剧本正文、分剧集分场景镜头列表、人物小传、主要场景信息和其他参考资料，提取并整理短剧资产清单。适用于漫剧、短剧、动画、动态漫画、分镜前期、美术设定和制片资产拆解；输出严格 JSON，包含场景清单、角色清单、道具清单，并为原画师和动画师提供清晰视觉描述。
492,lingxiao-amazon-ads-check,@org-zfj6zggg/lingxiao-amazon-ads-check,579,0,0,enterprise,business-ops,深圳瞳桦文化传媒有限公司,true,深圳瞳桦文化传媒有限公司,,2026-08-04,2026-08-26,1.0.2,"亚马逊广告体检与开投：用搜索词报告算出零单花费占比、验证通行否词常识在本账户成不成立，再按意图结构决定预算怎么分。接领霄官网 MCP，扔一张搜索词报告就出结果。当用户要开亚马逊广告、做广告优化、否词、判断广告钱花在哪、问""网上说的那套对不对""、分析搜索词报告时使用。","亚马逊广告体检与开投：用搜索词报告算出零单花费占比、验证通行否词常识在本账户成不成立，再按意图结构决定预算怎么分。接领霄官网 MCP，扔一张搜索词报告就出结果。当用户要开亚马逊广告、做广告优化、否词、判断广告钱花在哪、问""网上说的那套对不对""、分析搜索词报告时使用。"
493,gzh-subscribe-redfox,@redfox-data/gzh-subscribe-redfox,579,0,1,enterprise,data-analysis,红狐数据,false,,,2026-06-05,2026-08-25,1.0.5,微信公众号文章订阅 — 每天 6 点，盯梢竞对、同类、关注账号，一份你订阅的公众号文章推送。,微信公众号文章订阅 — 每天 6 点，盯梢竞对、同类、关注账号，一份你订阅的公众号文章推送。
494,short-video-ops,@org-fq6oz6ky/short-video-ops,578,0,2,enterprise,content-creation,婵梦科技,true,杭州婵梦传媒科技有限公司,,2026-07-15,2026-08-26,1.0.0,覆盖短视频账号定位、选题策划、脚本生成、剪辑SOP、评论运营、对标追踪、数据复盘、IP打造和投流获客。,覆盖短视频账号定位、选题策划、脚本生成、剪辑SOP、评论运营、对标追踪、数据复盘、IP打造和投流获客。
495,alice-investment-idea-generation,@org-r64ixwde/alice-investment-idea-generation,577,0,1,enterprise,professional,万得信息,true,万得信息技术股份有限公司,,2026-07-03,2026-08-25,1.0.2,调用万得 Alice Agent 的「投资标的创意与筛选」专业技能，可从全市场主动发掘投资机会，支持量化因子筛选与主题驱动扫描。用户可按行业、市值、地区和投资风格提出需求，系统将自动完成标的筛选、可比公司对标和估值分析，输出包含投资逻辑、催化剂和风险提示的结构化投资创意报告。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 ,调用万得 Alice Agent 的「投资标的创意与筛选」专业技能，可从全市场主动发掘投资机会，支持量化因子筛选与主题驱动扫描。用户可按行业、市值、地区和投资风格提出需求，系统将自动完成标的筛选、可比公司对标和估值分析，输出包含投资逻辑、催化剂和风险提示的结构化投资创意报告。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 
496,frontend-dev-guidelines,@org-02qudk26/frontend-dev-guidelines,573,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-26,1.0.0,面向现代 React + TypeScript 应用的有主见的（opinionated）前端开发标准。涵盖 Suspense 优先的数据获取、懒加载、基于功能的,面向现代 React + TypeScript 应用的有主见的（opinionated）前端开发标准。涵盖 Suspense 优先的数据获取、懒加载、基于功能的
497,ixhlink-skills-id-photo-gen,@ixhlink/ixhlink-skills-id-photo-gen,572,0,0,enterprise,design-media,星华智联科技,true,莆田市星华智联科技有限公司,,2026-07-24,2026-08-25,1.0.0,通用证件照/形象照生成：上传人像后由服务端应用证件照模板；当用户要求「证件照生成器」「生成证件照」「做一张证件照」「P证件照」「简历照」「工牌照」「一寸照」「二寸照」「换证件照」时使用。若用户明确要海马体/最美精修/红白蓝底/考试护照标准照，优先对应专用技能。,通用证件照/形象照生成：上传人像后由服务端应用证件照模板；当用户要求「证件照生成器」「生成证件照」「做一张证件照」「P证件照」「简历照」「工牌照」「一寸照」「二寸照」「换证件照」时使用。若用户明确要海马体/最美精修/红白蓝底/考试护照标准照，优先对应专用技能。
498,ori-collection-skill,@tencent-adm/ori-collection-skill,572,0,1,enterprise,professional,腾讯健康组学平台,true,腾讯科技（深圳）有限公司,,2026-06-04,2026-08-25,1.0.4,腾讯健康组学平台(Omics) - ORI Collection (Nextflow) 公共应用合集专用运行助手。ORI是由腾讯生命科学实验室自主研发的蛋白质设计系统，包括蛋白质序列生成、结构与功能预测等系列模型，和目前主流的蛋白质设计、结构功能预测模型相比，有着准确率高、推理速度更快等核心优势仅服务于本合集子应用的导入与运行；其他公共应用、本地 WDL、COS 上的 NF、项目内已有应用请改用 ,腾讯健康组学平台(Omics) - ORI Collection (Nextflow) 公共应用合集专用运行助手。ORI是由腾讯生命科学实验室自主研发的蛋白质设计系统，包括蛋白质序列生成、结构与功能预测等系列模型，和目前主流的蛋白质设计、结构功能预测模型相比，有着准确率高、推理速度更快等核心优势仅服务于本合集子应用的导入与运行；其他公共应用、本地 WDL、COS 上的 NF、项目内已有应用请改用 
499,professional-medical-ppt-slide-production,@baitongai/professional-medical-ppt-slide-production,570,0,1,enterprise,professional,百通AI服务平台,true,北京赛柏蓝科技有限公司,,2026-07-06,2026-08-26,1.0.0,"本技能提供专业化、体系化的医学PPT制作全流程支持。以""KOL学术传播""为核心场景，整合内容策略、视觉设计、合规审查、软植入策略四大能力域，按七阶段流水线推进，确保每一份医学PPT同时具备学术严谨性、视觉专业性与合规安全性。 核心执行原则 合规红线（不可突破） 不生成具体话术、不编写完整幻灯片文本、不替代医学写作 所有建议必须基于获批适应症、已发表数据或公开科学共识 ""软植入""目标是提升记忆度与","本技能提供专业化、体系化的医学PPT制作全流程支持。以""KOL学术传播""为核心场景，整合内容策略、视觉设计、合规审查、软植入策略四大能力域，按七阶段流水线推进，确保每一份医学PPT同时具备学术严谨性、视觉专业性与合规安全性。 核心执行原则 合规红线（不可突破） 不生成具体话术、不编写完整幻灯片文本、不替代医学写作 所有建议必须基于获批适应症、已发表数据或公开科学共识 ""软植入""目标是提升记忆度与"
500,omics-task-skill,@tencent-adm/omics-task-skill,570,0,3,enterprise,professional,腾讯健康组学平台,true,腾讯科技（深圳）有限公司,,2026-06-04,2026-08-25,1.0.4,腾讯健康组学平台(Omics) CLI 通用操作助手。通过 omics-platform-cli 完成：登录与配置、列公共应用与项目应用、发起 WDL / Nextflow 任务（本地 WDL、公共应用、项目内应用、COS 上的 NF 四种形态）、查询任务批次和子任务状态、debug 异步失败排查。本技能为通用入口，当用户明确指定专用应用（scBERT / IgGM / tFold / CD-GP,腾讯健康组学平台(Omics) CLI 通用操作助手。通过 omics-platform-cli 完成：登录与配置、列公共应用与项目应用、发起 WDL / Nextflow 任务（本地 WDL、公共应用、项目内应用、COS 上的 NF 四种形态）、查询任务批次和子任务状态、debug 异步失败排查。本技能为通用入口，当用户明确指定专用应用（scBERT / IgGM / tFold / CD-GP
501,tencent-vod-intl,@tencent-adm/tencent-vod-intl,569,4,0,enterprise,it-ops-security,腾讯视频云MPaaS团队,true,腾讯科技（深圳）有限公司,,2026-04-16,2026-08-25,1.1.3,"Tencent Cloud VOD (Video on Demand) command generation assistant. Must trigger whenever the user's request involves any VOD operation: [Upload] local/URL pull upload, expiration/SessionId/storage path","Tencent Cloud VOD (Video on Demand) command generation assistant. Must trigger whenever the user's request involves any VOD operation: [Upload] local/URL pull upload, expiration time/SessionId/storage"
502,pptx,@zcwl/pptx,568,0,0,enterprise,office-efficiency,智创未来,true,成都智创未来教育管理合伙企业（有限合伙）,,2026-08-14,2026-08-26,1.0.0,手工操作效率低易出错。智能化自动处理，pptx场景效率提升3倍。,手工操作效率低易出错。智能化自动处理，pptx场景效率提升3倍。
503,moways-docx,@org-vc3t81nj/moways-docx,568,0,0,enterprise,office-efficiency,博维管理咨询,true,博维管理咨询（广州）有限公司,,2026-07-17,2026-08-25,2.7.0,按博维管理咨询 Word 行文排版标准自动规范 Word 文件排版。覆盖页面设置、字体字号、标题层级、行距段距、页码页眉、目录、三线表等全部规则。支持自动排版、排版审查、新建报告三种模式。,按博维管理咨询 Word 行文排版标准自动规范 Word 文件排版。覆盖页面设置、字体字号、标题层级、行距段距、页码页眉、目录、三线表等全部规则。支持自动排版、排版审查、新建报告三种模式。
504,ppt-beautify-pro,@kunlungrowth/ppt-beautify-pro,565,0,0,enterprise,office-efficiency,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-08-02,2026-08-26,1.0.0,PPT 内容有了，但丑、乱、挤？告诉我用途（汇报/路演/培训）和当前问题，我给你具体的美化方案：配色方案、版面网格、字体层级、图片处理、图表美化、动画建议。适合职场人、学生、讲师。,PPT 内容有了，但丑、乱、挤？告诉我用途（汇报/路演/培训）和当前问题，我给你具体的美化方案：配色方案、版面网格、字体层级、图片处理、图表美化、动画建议。适合职场人、学生、讲师。
505,score-range,@tencent-adm/score-range,565,1,0,enterprise,knowledge-management,元宝高考通,true,腾讯科技（深圳）有限公司,,2026-05-21,2026-08-25,0.1.3,"An information retrieval assistant for GaoKao score-by-score rankings, helping candidates query their provincial ranking based on their score, estimate the c...","An information retrieval assistant for GaoKao score-by-score rankings, helping candidates query their provincial ranking based on their score, estimate the c..."
506,scprotein-collection-skill,@tencent-adm/scprotein-collection-skill,564,0,1,enterprise,professional,腾讯健康组学平台,true,腾讯科技（深圳）有限公司,,2026-06-04,2026-08-25,1.0.4,腾讯健康组学平台(Omics) - scPROTEIN Collection (Nextflow) 公共应用合集专用运行助手。基于图神经网络架构的深度学习模型，可应用于质谱和抗体路线的单细胞蛋白组数据建模，降噪提升数据质量，对于bottom-up采集的多肽进行uncertainty估计仅服务于本合集子应用的导入与运行；其他公共应用、本地 WDL、COS 上的 NF、项目内已有应用请改用 omics,腾讯健康组学平台(Omics) - scPROTEIN Collection (Nextflow) 公共应用合集专用运行助手。基于图神经网络架构的深度学习模型，可应用于质谱和抗体路线的单细胞蛋白组数据建模，降噪提升数据质量，对于bottom-up采集的多肽进行uncertainty估计仅服务于本合集子应用的导入与运行；其他公共应用、本地 WDL、COS 上的 NF、项目内已有应用请改用 omics
507,tiandao-job-hunter,@tiandaox/tiandao-job-hunter,561,0,4,enterprise,life-service,天道,false,,,2026-06-16,2026-08-26,1.0.0,智能求职助手。适用于用户需要找工作、看机会、了解市场行情、对比职位等场景。通过 BOSS直聘、拉勾招聘、汇博招聘、智联招聘等主流平台，为用户搜索和推荐最匹配的岗位。触发词包括：找工作、求职、招聘、岗位推荐、看机会、投简历、跳槽、面试机会、招聘市场等。,智能求职助手。适用于用户需要找工作、看机会、了解市场行情、对比职位等场景。通过 BOSS直聘、拉勾招聘、汇博招聘、智联招聘等主流平台，为用户搜索和推荐最匹配的岗位。触发词包括：找工作、求职、招聘、岗位推荐、看机会、投简历、跳槽、面试机会、招聘市场等。
508,bidding-super-master,@org-ffjpn5v1/bidding-super-master,560,0,0,enterprise,business-ops,北京亨昌源商贸有限公司,true,北京亨昌源商贸有限公司,,2026-07-29,2026-08-26,1.1.6, 招投标超级大师一站式技能。提供三大功能：(1) 招标/采购文件要点提取——解析招标文件/采购文件，生成投标 Excel 审查报告； (2) 投标文件检查——定位投标人应答文件目录，与 功能（1）审查结果逐项对比，输出Excel对比报告；(3) 技术建议书编写——基于功能（1）要求生成五级目录，预算驱动页数控制、逐章 Word 编写、合并、审查。按次调用付费，每次调用 ¥5.00，基于 X402, 招投标超级大师一站式技能。提供三大功能：(1) 招标/采购文件要点提取——解析招标文件/采购文件，生成投标 Excel 审查报告； (2) 投标文件检查——定位投标人应答文件目录，与 功能（1）审查结果逐项对比，输出Excel对比报告；(3) 技术建议书编写——基于功能（1）要求生成五级目录，预算驱动页数控制、逐章 Word 编写、合并、审查。按次调用付费，每次调用 ¥5.00，基于 X402
509,zhiliao-opportunity-radar,@org-32m5yxyy/zhiliao-opportunity-radar,559,0,5,enterprise,business-ops,知了标讯,true,北京百炼智能科技有限公司,,2026-07-14,2026-08-26,1.0.5,商机雷达（知了标讯官方）——比招标更早发现机会。当用户想主动挖掘商机/销售线索/潜在客户时，必须使用此SKILL：找商机、找线索、客户开发、市场机会、渠道拓展、拟建项目（立项/审批阶段，提前6-18个月）、采购意向（发标前1-3个月）、即将招标、临期项目/续约机会（现供应商合同到期）、跟踪项目进展阶段。给一个行业/产品/地区，三路早期商机一网打尽并按价值排序。即使用户没有提到「商机」，只要涉及找项,商机雷达（知了标讯官方）——比招标更早发现机会。当用户想主动挖掘商机/销售线索/潜在客户时，必须使用此SKILL：找商机、找线索、客户开发、市场机会、渠道拓展、拟建项目（立项/审批阶段，提前6-18个月）、采购意向（发标前1-3个月）、即将招标、临期项目/续约机会（现供应商合同到期）、跟踪项目进展阶段。给一个行业/产品/地区，三路早期商机一网打尽并按价值排序。即使用户没有提到「商机」，只要涉及找项
510,gfstockf10,@org-mijzrode/gfstockf10,557,0,6,enterprise,professional,广发证券,true,广发证券股份有限公司,,2026-06-12,2026-08-26,1.0.0,本Skill基于广发证券权威数据接口构建，查询股票基础信息，包含公司全称、板块、上市日期、主营业务、所属行业。,本Skill基于广发证券权威数据接口构建，查询股票基础信息，包含公司全称、板块、上市日期、主营业务、所属行业。
511,eqxiu-store-skills,@org-qm8l8iwu/eqxiu-store-skills,557,14,1,enterprise,design-media,易企秀,true,北京中网易企秀科技有限公司,,2026-04-01,2026-08-25,1.0.2,,
512,browser-automation-cn,@org-02qudk26/browser-automation-cn,556,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-26,1.0.0,浏览器自动化支撑 Web 测试、抓取与 AI Agent 交互。一个脆弱脚本与一个可靠系统的区别，在于是否理解选择器、等待策略与反检测模式。本技能涵盖 Play,浏览器自动化支撑 Web 测试、抓取与 AI Agent 交互。一个脆弱脚本与一个可靠系统的区别，在于是否理解选择器、等待策略与反检测模式。本技能涵盖 Play
513,iggm-wdl-skill,@tencent-adm/iggm-wdl-skill,555,0,0,enterprise,professional,腾讯健康组学平台,true,腾讯科技（深圳）有限公司,,2026-06-04,2026-08-25,1.0.4,"腾讯健康组学平台(Omics) - IgGM(WDL) 公共应用专用运行助手。IgGM 是一个用于抗体设计的生成式基础模型，支持抗体CDR区域设计、全链设计和人源化设计等任务仅服务于本应用的导入与运行；其他公共应用、本地 WDL、COS 上的 NF、项目内已有应用请改用 omics-task-skill。 触发词：IgGM(WDL), iggm(wdl), AI 模型, ai 模型, 蛋白质与抗体","腾讯健康组学平台(Omics) - IgGM(WDL) 公共应用专用运行助手。IgGM 是一个用于抗体设计的生成式基础模型，支持抗体CDR区域设计、全链设计和人源化设计等任务仅服务于本应用的导入与运行；其他公共应用、本地 WDL、COS 上的 NF、项目内已有应用请改用 omics-task-skill。 触发词：IgGM(WDL), iggm(wdl), AI 模型, ai 模型, 蛋白质与抗体"
514,guosen-etf-filter,@guosen-securities/guosen-etf-filter,552,0,1,enterprise,professional,国信证券股份有限公司,true,国信证券股份有限公司,,2026-06-05,2026-08-25,1.0.0,本技能由国信证券股份有限公司研发，提供全市场ETF产品的智能筛选与多维分析服务，是投资者进行ETF投资决策、资产配置的高效工具。,本技能由国信证券股份有限公司研发，提供全市场ETF产品的智能筛选与多维分析服务，是投资者进行ETF投资决策、资产配置的高效工具。
515,mix-stock-analysis-king,@org-dzobs9ce/mix-stock-analysis-king,552,0,4,enterprise,professional,钱米AI课堂,true,广州钱米信息科技有限公司,,2026-06-18,2026-08-25,3.5.0,专注短期（1-5天）市场热点、资金流向、情绪博弈的个股分析系统，输出含概率量化与操作方案的Bloomberg Terminal级HTML报告。,专注短期（1-5天）市场热点、资金流向、情绪博弈的个股分析系统，输出含概率量化与操作方案的Bloomberg Terminal级HTML报告。
516,embedded-systems,@kunlungrowth/embedded-systems,551,0,1,enterprise,dev-programming,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-07-26,2026-08-26,1.0.0,用 STM32/ESP32、FreeRTOS 与裸机开发固件。,用 STM32/ESP32、FreeRTOS 与裸机开发固件。
517,intermediate-accounting-master-v2,@org-fz2yb6lf/intermediate-accounting-master-v2,550,0,0,enterprise,education,贵州虹楠网络科技有限公司,true,贵州虹楠网络科技有限公司,,2026-07-19,2026-08-26,1.1.0,中级会计师考试AI备考导师，独创五大应试方法论+九大执行引擎+六大应试资源库，覆盖会计实务、财务管理、经济法三科全部核心考点。,中级会计师考试AI备考导师，独创五大应试方法论+九大执行引擎+六大应试资源库，覆盖会计实务、财务管理、经济法三科全部核心考点。
518,alice-commodity-research-assistant,@org-r64ixwde/alice-commodity-research-assistant,547,0,1,enterprise,professional,万得信息,true,万得信息技术股份有限公司,,2026-07-03,2026-08-26,1.0.2,调用万得 Alice Agent 的「商品智研助手」专业技能，输入期货品种名称或 Wind Code，即可自动生成商品智能研报，覆盖价格走势、基差变化、基本面、远期曲线、资金流向、注册仓单、宏观环境等核心维度，提炼当日核心驱动逻辑与关键变化，为商品研究员、机构投资者和专业交易员提供高效投研支持。首次使用前需访问 https://alice.wind.com.cn/settings?tab=acco,调用万得 Alice Agent 的「商品智研助手」专业技能，输入期货品种名称或 Wind Code，即可自动生成商品智能研报，覆盖价格走势、基差变化、基本面、远期曲线、资金流向、注册仓单、宏观环境等核心维度，提炼当日核心驱动逻辑与关键变化，为商品研究员、机构投资者和专业交易员提供高效投研支持。首次使用前需访问 https://alice.wind.com.cn/settings?tab=acco
519,qianchuanbaokuanykt01,@org-fsaw2bbr/qianchuanbaokuanykt01,547,0,2,enterprise,content-creation,一颗糖重庆网络科技有限公司,true,一颗糖重庆网络科技有限公司,,2026-07-19,2026-08-26,1.0.1,千川爆款视频拆解专家。基于用户提供的视频文件、投放数据和目标定位（直播间引流 或 挂车成交），输出结构化素材诊断报告，包括逐字口播文案、分镜头拆解、黄金3秒钩子分析、脚本结构与节奏、卖点可视化、CTA结尾分析和节奏风格判断，并结合数据给出流量成因与优化建议。当用户需要分析、拆解、诊断抖音、千川、短视频、带货视频、信息流广告、种草视频、挂车成交素材，或提到爆款拆解、素材分析、投流诊断、投流素材、竞品,千川爆款视频拆解专家。基于用户提供的视频文件、投放数据和目标定位（直播间引流 或 挂车成交），输出结构化素材诊断报告，包括逐字口播文案、分镜头拆解、黄金3秒钩子分析、脚本结构与节奏、卖点可视化、CTA结尾分析和节奏风格判断，并结合数据给出流量成因与优化建议。当用户需要分析、拆解、诊断抖音、千川、短视频、带货视频、信息流广告、种草视频、挂车成交素材，或提到爆款拆解、素材分析、投流诊断、投流素材、竞品
520,alice-asset-allocation-sector-rotation-strategy,@org-r64ixwde/alice-asset-allocation-sector-rotation-strategy,547,0,3,enterprise,professional,万得信息,true,万得信息技术股份有限公司,,2026-07-08,2026-08-26,1.0.1,调用万得 Alice Agent 的「资产配置-行业轮动策略」专业技能，可分析未来 1–6 个月股票行业相对强弱与行业内部权重倾斜，结合动量、资金面、估值、景气度等因子，输出超配 / 中性 / 低配清单、行业评分、约束检查和可选行业目标权重，帮助用户优化股票资产内部行业结构，但不改变股债等大类资产总仓位。首次使用前需访问 https://alice.wind.com.cn/settings?tab,调用万得 Alice Agent 的「资产配置-行业轮动策略」专业技能，可分析未来 1–6 个月股票行业相对强弱与行业内部权重倾斜，结合动量、资金面、估值、景气度等因子，输出超配 / 中性 / 低配清单、行业评分、约束检查和可选行业目标权重，帮助用户优化股票资产内部行业结构，但不改变股债等大类资产总仓位。首次使用前需访问 https://alice.wind.com.cn/settings?tab
521,vibe-coding-rules,@org-121tp3g2/vibe-coding-rules,540,0,1,enterprise,dev-programming,云南躺不平网络科技有限公司,true,云南躺不平网络科技有限公司,,2026-07-06,2026-08-25,1.0.0,"🧠 AI 写代码最大的敌人，是它自己——今天修好的 Bug，明天照样犯。 Vibe Coding Rules V2.5 是给 AI 装上的""编程纪律外骨骼""：6 个自我进化的 Skill 组成一条完整流水线——改前五大原则自查 → 终端安全执行 → 改后 28 条规则逐项扫描 → Playwright 自动化回归测试 → 变更日志自动归档。每一步自动触发，一条龙闭环。 🍞 面包屑系统（独家）：","🧠 AI 写代码最大的敌人，是它自己——今天修好的 Bug，明天照样犯。 Vibe Coding Rules V2.5 是给 AI 装上的""编程纪律外骨骼""：6 个自我进化的 Skill 组成一条完整流水线——改前五大原则自查 → 终端安全执行 → 改后 28 条规则逐项扫描 → Playwright 自动化回归测试 → 变更日志自动归档。每一步自动触发，一条龙闭环。 🍞 面包屑系统（独家）："
522,marketing-strategy-domain,@efficient-technology/marketing-strategy-domain,539,0,3,enterprise,business-ops,效享网络,true,四川效享网络科技有限公司,,2026-06-06,2026-08-26,1.0.1,品牌营销战略决策知识参考库（领域负载物）。覆盖环境诊断、竞争策略、品牌定位、营销组合、增长引擎、消费者洞察、效果度量、执行管理、销售变现九大域，含45种任务类型与50+经典分析模型。触发词：品牌营销、市场分析、营销策略、增长黑客、品牌定位、SWOT、五力分析、4P、AARRR。,品牌营销战略决策知识参考库（领域负载物）。覆盖环境诊断、竞争策略、品牌定位、营销组合、增长引擎、消费者洞察、效果度量、执行管理、销售变现九大域，含45种任务类型与50+经典分析模型。触发词：品牌营销、市场分析、营销策略、增长黑客、品牌定位、SWOT、五力分析、4P、AARRR。
523,iatf16949-qms-planning,@engicool/iatf16949-qms-planning,538,0,2,enterprise,professional,工程客,true,上海锋库网络科技有限公司,,2026-07-02,2026-08-26,1.1.2,辅助汽车企业建立与优化IATF16949质量管理体系；提供标准解读、策划流程、文件模板、过程工具指导及审核支持；当用户需要建立体系、准备认证、分析过程差距或策划内审时使用,辅助汽车企业建立与优化IATF16949质量管理体系；提供标准解读、策划流程、文件模板、过程工具指导及审核支持；当用户需要建立体系、准备认证、分析过程差距或策划内审时使用
