rank,slug,canonical_name,downloads,installs,stars,source,category,publisher,publisher_verified,certified_name,upstream_url,created_at,updated_at,version,description,description_zh
490,jd-reabte,@org-7ml936zc/jd-reabte,314,0,0,enterprise,business-ops,深圳马六甲网络科技有限公司,true,深圳马六甲网络科技有限公司,,2026-05-27,2026-08-16,1.0.0,返利宝统一技能。只按 3 个用户场景工作：S01 授权与教程、S02 链接返利、S03 商品搜索。用户说“返利”“教程”“详细教程”“提现教程”“提现10元”“确认提现”“我已授权”“账户余额”等走 S01；发送淘宝、京东、拼多多商品链接走 S02；表达想买什么商品时走 S03。S03 的职责是提取商品搜索信息，调用搜索接口，并返回后续可生成返利链接的商品结果。,返利宝统一技能。只按 3 个用户场景工作：S01 授权与教程、S02 链接返利、S03 商品搜索。用户说“返利”“教程”“详细教程”“提现教程”“提现10元”“确认提现”“我已授权”“账户余额”等走 S01；发送淘宝、京东、拼多多商品链接走 S02；表达想买什么商品时走 S03。S03 的职责是提取商品搜索信息，调用搜索接口，并返回后续可生成返利链接的商品结果。
491,browser-automation-cn,@org-02qudk26/browser-automation-cn,314,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-15,1.0.0,浏览器自动化支撑 Web 测试、抓取与 AI Agent 交互。一个脆弱脚本与一个可靠系统的区别，在于是否理解选择器、等待策略与反检测模式。本技能涵盖 Play,浏览器自动化支撑 Web 测试、抓取与 AI Agent 交互。一个脆弱脚本与一个可靠系统的区别，在于是否理解选择器、等待策略与反检测模式。本技能涵盖 Play
492,hf-clips-video,@ihangfeng/hf-clips-video,314,0,0,enterprise,design-media,航峰汇智,true,北京航峰汇智科技有限公司,,2026-06-02,2026-08-15,1.0.0,创建带 Alpha 透明通道的 Remotion 贴纸动画视频。默认 ProRes 4444 导出透明背景，也可切换为绿幕模式。支持表情符号贴纸、文字贴纸、表情符号+文字组合贴纸，内置 13 种动画预设（弹跳、弹出、滑动、旋转、脉冲等），可打包多个贴纸为单个输出视频。默认方形 1:1（1080×1080）。不适用于信息类短视频、3D 视频或纯视频剪辑拼接。,创建带 Alpha 透明通道的 Remotion 贴纸动画视频。默认 ProRes 4444 导出透明背景，也可切换为绿幕模式。支持表情符号贴纸、文字贴纸、表情符号+文字组合贴纸，内置 13 种动画预设（弹跳、弹出、滑动、旋转、脉冲等），可打包多个贴纸为单个输出视频。默认方形 1:1（1080×1080）。不适用于信息类短视频、3D 视频或纯视频剪辑拼接。
493,wxa-create-mp-skill,@tencent-adm/wxa-create-mp-skill,314,0,0,enterprise,dev-programming,腾讯云 CloudBase 团队,true,腾讯科技（深圳）有限公司,https://clawhub.ai/binggg/wxa-create-mp-skill,2026-06-14,2026-08-15,0.2.1,在已有小程序项目中创建新的 AI Skill。当用户想在现有项目中添加自定义 AI 能力（而非安装现成的社区 Skill）时触发。完整流程：理解需求 → 设计接口 → 调用 wxa-skills-generate 生成代码 → wxa-skills-validate 校验通过。,在现有小程序项目中新建自定义 AI Skill。用户想添加自定义 AI 能力时触发。流程：需求理解 → 接口设计 → wxa-skills-generate 生成代码 → wxa-skills-validate 校验通过。
494,kimi-websearch-redfox,@redfox-data/kimi-websearch-redfox,313,0,0,enterprise,knowledge-management,红狐数据,false,,,2026-07-06,2026-08-16,1.0.0,Kimi WebSearch 搜索工具。基于红狐 API 调用 Kimi 联网搜索能力，提交查询后自动轮询等待结果返回。当用户需要使用 Kimi 搜索、联网搜索、AI 搜索获取实时信息时使用。触发词：kimi搜索、kimi websearch、联网搜索、AI搜索、kimi搜索。,Kimi WebSearch 搜索工具。基于红狐 API 调用 Kimi 联网搜索能力，提交查询后自动轮询等待结果返回。当用户需要使用 Kimi 搜索、联网搜索、AI 搜索获取实时信息时使用。触发词：kimi搜索、kimi websearch、联网搜索、AI搜索、kimi搜索。
495,paper-spine1,@org-02qudk26/paper-spine1,313,0,0,enterprise,professional,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-19,2026-08-15,1.0.0,"Use when writing, rewriting, auditing, translating, or building a journal paper,","Use when writing, rewriting, auditing, translating, or building a journal paper,"
496,36kr-media-hotlist,@36kr/36kr-media-hotlist,313,0,5,enterprise,knowledge-management,36氪,true,北京多氪信息科技有限公司,,2026-06-09,2026-08-15,1.1.2,"获取36氪官方24小时热榜文章数据. Use when the user asks about 36kr hot articles, 热榜, 36kr热榜, 热门文章, 今日热榜, 最热文章, 热点资讯, 科技热榜, 创业热榜, 今天最热, 查热榜, 看热榜.","获取36氪官方24小时热榜文章数据. Use when the user asks about 36kr hot articles, 热榜, 36kr热榜, 热门文章, 今日热榜, 最热文章, 热点资讯, 科技热榜, 创业热榜, 今天最热, 查热榜, 看热榜."
497,ixhlink-skills-ecom-selector,@ixhlink/ixhlink-skills-ecom-selector,312,0,7,enterprise,business-ops,星华智联科技,true,莆田市星华智联科技有限公司,,2026-06-26,2026-08-16,1.0.1,电商选品与市场分析助手，支持品类趋势、竞品拆解、利润测算、关键词机会、爆款潜力评估，当用户说「选品」「找爆款」「分析竞品」「算利润」「关键词分析」「电商趋势」「淘宝/京东/拼多多/抖音/亚马逊选品」时使用。,电商选品与市场分析助手，支持品类趋势、竞品拆解、利润测算、关键词机会、爆款潜力评估，当用户说「选品」「找爆款」「分析竞品」「算利润」「关键词分析」「电商趋势」「淘宝/京东/拼多多/抖音/亚马逊选品」时使用。
498,anquan-chen-training-workflow,@org-safetychen/anquan-chen-training-workflow,312,0,0,enterprise,education,安全陈工,false,,,2026-05-25,2026-08-15,1.4.1,安全培训材料制作工作流，从培训需求分析到材料交付全流程自动化。自动生成PPT、讲义、测验题，并审核专业准确性。适用加油站、LNG加气站安全生产领域培训材料制作。,安全培训材料制作工作流，从培训需求分析到材料交付全流程自动化。自动生成PPT、讲义、测验题，并审核专业准确性。适用加油站、LNG加气站安全生产领域培训材料制作。
499,comic-drama-breakdown,@org-lfv9o5p7/comic-drama-breakdown,311,0,0,enterprise,content-creation,杭州札记网络科技有限公司,true,杭州札记网络科技有限公司,,2026-07-24,2026-08-16,1.0.1,将中文故事、小说章节、剧情梗概或剧本，拆解为可直接进入漫剧制作流程的结构化方案。输出包括规范剧本、角色关系与角色设定、场景设定、连续分镜，以及每个镜头的景别、机位、运镜、动作、对白、图片提示词、首尾帧提示词和视频提示词。 适用于漫剧拆分、小说转漫剧、故事拆分镜、角色与场景提取，以及后续图片和视频提示词制作。支持古风、都市、悬疑、玄幻、非遗等中文题材，可指定视觉风格、目标时长，以及角色、场景和镜头,将中文故事、小说章节、剧情梗概或剧本，拆解为可直接进入漫剧制作流程的结构化方案。输出包括规范剧本、角色关系与角色设定、场景设定、连续分镜，以及每个镜头的景别、机位、运镜、动作、对白、图片提示词、首尾帧提示词和视频提示词。 适用于漫剧拆分、小说转漫剧、故事拆分镜、角色与场景提取，以及后续图片和视频提示词制作。支持古风、都市、悬疑、玄幻、非遗等中文题材，可指定视觉风格、目标时长，以及角色、场景和镜头
500,aaaaabb,@org-m6xe1azv/aaaaabb,311,0,0,enterprise,dev-programming,simon.com,false,,,2026-06-16,2026-08-15,1.0.3,,
501,hypothesis-testing,@engicool/hypothesis-testing,311,0,1,enterprise,data-analysis,工程客,true,上海锋库网络科技有限公司,,2026-07-02,2026-08-15,1.1.0,统计假设检验工具；支持正态性检验(Shapiro-Wilk/K-S)、t检验(单样本/独立/配对)、卡方检验(拟合优度/独立性)、ANOVA、Levene检验、Mann-Whitney U检验；自动计算统计量、p值、置信区间与效应量；提供结果解释指南,统计假设检验工具；支持正态性检验(Shapiro-Wilk/K-S)、t检验(单样本/独立/配对)、卡方检验(拟合优度/独立性)、ANOVA、Levene检验、Mann-Whitney U检验；自动计算统计量、p值、置信区间与效应量；提供结果解释指南
502,douyin-subscribe,@redfox-data/douyin-subscribe,311,0,0,enterprise,data-analysis,红狐数据,false,,,2026-06-09,2026-08-15,1.0.3,抖音账号订阅追踪 — 通过抖音号订阅账号（最多20个），Agent 每日 9:00 自动拉取并生成 HTML 报告。账号 ID 直接内置于自动化命令中，无需文件存储。支持多抖音号批量订阅，自动生成精美 HTML 作品报告，终端/Markdown 表格按账号依次展示作品标题、收藏、评论、分享、点赞、发布时间等数据。当用户订阅抖音账号、追踪抖音作品更新、监控抖音竞品账号时使用。触发词：抖音订阅、抖音账,抖音账号订阅追踪 — 通过抖音号订阅账号（最多20个），Agent 每日 9:00 自动拉取并生成 HTML 报告。账号 ID 直接内置于自动化命令中，无需文件存储。支持多抖音号批量订阅，自动生成精美 HTML 作品报告，终端/Markdown 表格按账号依次展示作品标题、收藏、评论、分享、点赞、发布时间等数据。当用户订阅抖音账号、追踪抖音作品更新、监控抖音竞品账号时使用。触发词：抖音订阅、抖音账
503,quality-plan,@engicool/quality-plan,310,0,2,enterprise,professional,工程客,true,上海锋库网络科技有限公司,,2026-07-02,2026-08-14,1.1.0,为通用制造行业产品生成完整质量计划文档，涵盖质量目标、管控流程、检测标准、风险评估等12个模块，支持大纲确认与多轮修改，输出Markdown和HTML两种企业级排版格式；当用户需要制定产品质量计划、质量控制方案、质量管理文件或质量规划文档时使用,为通用制造行业产品生成完整质量计划文档，涵盖质量目标、管控流程、检测标准、风险评估等12个模块，支持大纲确认与多轮修改，输出Markdown和HTML两种企业级排版格式；当用户需要制定产品质量计划、质量控制方案、质量管理文件或质量规划文档时使用
504,yiou-daily-investment-digest,@org-nbb03iiz/yiou-daily-investment-digest,310,0,0,enterprise,data-analysis,亿欧,true,北京亿欧网盟科技有限公司,,2026-06-03,2026-08-14,1.0.0,每日投融资日报生成技能。对接亿欧投资事件数据源，支持按日期（默认昨日）或最近 N 天（2–7 天）拉取并生成结构化中文投融资报告。报告涵盖核心数据概览、按行业分类的融资事件列表（含公司简称、轮次、投资方、事件摘要、来源链接），并由 AI 附加投资事件总结。支持分页拉取、去重、失败重试，输出至 stdout，无本地文件写入。适用于每日投融资数据整理、行业分类分析与快速摘要生成。,每日投融资日报生成技能。对接亿欧投资事件数据源，支持按日期（默认昨日）或最近 N 天（2–7 天）拉取并生成结构化中文投融资报告。报告涵盖核心数据概览、按行业分类的融资事件列表（含公司简称、轮次、投资方、事件摘要、来源链接），并由 AI 附加投资事件总结。支持分页拉取、去重、失败重试，输出至 stdout，无本地文件写入。适用于每日投融资数据整理、行业分类分析与快速摘要生成。
505,ls-gm-img,@lishengvision/ls-gm-img,309,0,1,enterprise,design-media,力盛视觉,true,海安力盛视觉图文设计工作室,,2026-06-09,2026-08-15,1.0.1,ls-gm-img 图像处理工具是基于跨平台的 GraphicsMagick 引擎打造的企业级图像处理工具，完美兼容 hermes，适配 Linux/Windows/macOS 系统，可处理 92 + 种图片格式，覆盖格式转换、缩放、裁剪、旋转、色彩调整、降噪锐化、水印添加、图片拼接、批量处理、GIF 制作、像素级对比等全场景图像处理需求。 工具内置公众号配图 / 头图、电商主图 / 详情图、头像,ls-gm-img 图像处理工具是基于跨平台的 GraphicsMagick 引擎打造的企业级图像处理工具，完美兼容 hermes，适配 Linux/Windows/macOS 系统，可处理 92 + 种图片格式，覆盖格式转换、缩放、裁剪、旋转、色彩调整、降噪锐化、水印添加、图片拼接、批量处理、GIF 制作、像素级对比等全场景图像处理需求。 工具内置公众号配图 / 头图、电商主图 / 详情图、头像
506,spc-analysis,@engicool/spc-analysis,308,0,2,enterprise,data-analysis,工程客,true,上海锋库网络科技有限公司,,2026-07-02,2026-08-15,1.1.0,SPC统计过程控制分析；当用户需要对制造业生产过程进行质量监控、过程稳定性评估、异常点识别、多周期数据对比分析时使用,SPC统计过程控制分析；当用户需要对制造业生产过程进行质量监控、过程稳定性评估、异常点识别、多周期数据对比分析时使用
507,large-academic-conference-planning-execution,@baitongai/large-academic-conference-planning-execution,307,0,3,enterprise,business-ops,百通AI服务平台,true,北京赛柏蓝科技有限公司,,2026-07-06,2026-08-15,1.0.0,本技能在医药市场与策略管理领域提供你的核心使命是通过系统化的方法，完成目标产品在目标治疗领域的大型学术会议全案策划与落地，以达成品牌学术影响力提升、KOL关系深耕及目标医生学术认知转变的核心目标。 大型学术会议策划与执行旨在简化和自动化目标产品在目标治疗领域的大型学术会议全案策划与落地，为医药企业市场部、战略规划部、医学事务部及市场准入团队提供全面的工具支持。 核心能力： 会议需求调研与目标,本技能在医药市场与策略管理领域提供你的核心使命是通过系统化的方法，完成目标产品在目标治疗领域的大型学术会议全案策划与落地，以达成品牌学术影响力提升、KOL关系深耕及目标医生学术认知转变的核心目标。 大型学术会议策划与执行旨在简化和自动化目标产品在目标治疗领域的大型学术会议全案策划与落地，为医药企业市场部、战略规划部、医学事务部及市场准入团队提供全面的工具支持。 核心能力： 会议需求调研与目标
508,anquan-xuan-ti-xia,@org-safetychen/anquan-xuan-ti-xia,307,0,0,enterprise,content-creation,安全陈工,false,,,2026-05-25,2026-08-15,1.9.1,安全陈工专属选题策划技能。触发词：选题虾、选题策划、主题提炼、口水稿整理。适用于安全生产/加油加气站/LNG/特种设备/法规解读领\,安全陈工专属选题策划技能。触发词：选题虾、选题策划、主题提炼、口水稿整理。适用于安全生产/加油加气站/LNG/特种设备/法规解读领\
509,edu-civil-exam,@kunlungrowth/edu-civil-exam,306,0,0,enterprise,education,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-07-29,2026-08-16,1.0.3,公务员考试/国考/省考/联考备考规划：面向公考备考与体制内就业人群，提供行测五模块时间分配与取舍策略、申论各题型作答框架、面试准备要点与岗位选择维度，含在职备考与应届毕业生从零到考试的全程计划，方法论以官方考试大纲为准。,公务员考试/国考/省考/联考备考规划：面向公考备考与体制内就业人群，提供行测五模块时间分配与取舍策略、申论各题型作答框架、面试准备要点与岗位选择维度，含在职备考与应届毕业生从零到考试的全程计划，方法论以官方考试大纲为准。
510,ppt-beautify-pro,@kunlungrowth/ppt-beautify-pro,306,0,0,enterprise,office-efficiency,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-08-02,2026-08-15,1.0.0,PPT 内容有了，但丑、乱、挤？告诉我用途（汇报/路演/培训）和当前问题，我给你具体的美化方案：配色方案、版面网格、字体层级、图片处理、图表美化、动画建议。适合职场人、学生、讲师。,PPT 内容有了，但丑、乱、挤？告诉我用途（汇报/路演/培训）和当前问题，我给你具体的美化方案：配色方案、版面网格、字体层级、图片处理、图表美化、动画建议。适合职场人、学生、讲师。
511,inspection-guide-generator,@engicool/inspection-guide-generator,304,0,0,enterprise,professional,工程客,true,上海锋库网络科技有限公司,,2026-07-02,2026-08-15,1.1.0,根据产品技术文件自动生成检验指导书；支持多种格式技术文件解析、支持Excel和Word模板定制、自动提取关键信息组织为标准化检验指导书；当用户提供产品技术文件需要生成检验指导书、质量检验标准或供应商检验要求时使用,根据产品技术文件自动生成检验指导书；支持多种格式技术文件解析、支持Excel和Word模板定制、自动提取关键信息组织为标准化检验指导书；当用户提供产品技术文件需要生成检验指导书、质量检验标准或供应商检验要求时使用
512,pharmaceutical-industry-compliance-capability-assessment-marketing-side,@baitongai/pharmaceutical-industry-compliance-capability-assessment-marketing-side,304,0,1,enterprise,education,百通AI服务平台,true,北京赛柏蓝科技有限公司,,2026-07-06,2026-08-14,1.0.0,本技能在医药合规培训领域提供交互式 HTML 合规能力测评能力，覆盖五大政策板块共 130 道题目。 医药行业合规能力测评（营销端）旨在通过在线测评方式评估医药营销人员的合规政策解读能力，完成测评后自动生成包含 8 个分析维度的综合报告，为培训部门和营销团队提供合规能力的量化评估工具。 核心能力： 交互式测评：生成自包含 HTML 测评页面，支持单选/多选题在线作答 五板块覆盖：医药反腐合,本技能在医药合规培训领域提供交互式 HTML 合规能力测评能力，覆盖五大政策板块共 130 道题目。 医药行业合规能力测评（营销端）旨在通过在线测评方式评估医药营销人员的合规政策解读能力，完成测评后自动生成包含 8 个分析维度的综合报告，为培训部门和营销团队提供合规能力的量化评估工具。 核心能力： 交互式测评：生成自包含 HTML 测评页面，支持单选/多选题在线作答 五板块覆盖：医药反腐合
513,ixhlink-skills-image-edit-pro,@ixhlink/ixhlink-skills-image-edit-pro,303,0,0,enterprise,design-media,星华智联科技,true,莆田市星华智联科技有限公司,,2026-08-05,2026-08-16,1.0.1,智能图片编辑助手，根据文字描述对已上传图片进行风格化、调色、局部修改、背景替换等 AI 修图，当用户要求「修图」「改图」「P图」「编辑图片」「换背景」「调色」「风格化」「图片后期处理」时使用。,智能图片编辑助手，根据文字描述对已上传图片进行风格化、调色、局部修改、背景替换等 AI 修图，当用户要求「修图」「改图」「P图」「编辑图片」「换背景」「调色」「风格化」「图片后期处理」时使用。
514,bid-price-calc,@alunaki/bid-price-calc,303,0,0,enterprise,business-ops,阿鲁纳奇,true,西安阿鲁纳奇信息科技有限公司,,2026-07-21,2026-08-16,1.0.0,投标报价得分测算。根据招标文件中的评标办法，自动解析报价计算规则，生成交互式测算工具。 ●支持单价格和多价格维度评分； ●支持多家报价进行模拟评分； ●根据自己输入的评分规则进行组价评分； ●实时调整价格，查看得分排名； ●支持EXCEL导出本地；,投标报价得分测算。根据招标文件中的评标办法，自动解析报价计算规则，生成交互式测算工具。 ●支持单价格和多价格维度评分； ●支持多家报价进行模拟评分； ●根据自己输入的评分规则进行组价评分； ●实时调整价格，查看得分排名； ●支持EXCEL导出本地；
515,dimens-manage,@org-gpgr8p77/dimens-manage,303,0,0,enterprise,business-ops,江西睿云枢算科技有限公司,true,江西睿云枢算科技有限公司,,2026-06-27,2026-08-15,1.0.16,用于维表智联项目内业务资源创建、配置、维护和排查，适合处理 Key、团队、项目、表格、富文本字段、JSON 字段、权限、工作流、报表、画布等落地问题。,用于维表智联项目内业务资源创建、配置、维护和排查，适合处理 Key、团队、项目、表格、富文本字段、JSON 字段、权限、工作流、报表、画布等落地问题。
516,cn-docx-editor,@kunlungrowth/cn-docx-editor,302,0,0,enterprise,office-efficiency,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-07-27,2026-08-16,1.0.0,Word/DOCX 中文处理助手：用 python-docx 创建与编辑中文 Word 文档——标题样式、目录、表格、编号列表、分页、页眉页脚、基础修订。覆盖公文/合同/报告/简历等高频场景，给出可直接运行的脚本。,Word/DOCX 中文处理助手：用 python-docx 创建与编辑中文 Word 文档——标题样式、目录、表格、编号列表、分页、页眉页脚、基础修订。覆盖公文/合同/报告/简历等高频场景，给出可直接运行的脚本。
517,inspection-procedure-generator,@engicool/inspection-procedure-generator,301,0,1,enterprise,office-efficiency,工程客,true,上海锋库网络科技有限公司,,2026-07-02,2026-08-16,1.1.0,根据用户提供的控制计划、测试报告、产品图纸等资料自动提取检验信息，按标准模板生成产品检验规程Word文档，支持数据校验与缺失项标注；当用户需要生成入厂检验规程、编制IQC检验规范、制作产品质量检验标准文件时使用,根据用户提供的控制计划、测试报告、产品图纸等资料自动提取检验信息，按标准模板生成产品检验规程Word文档，支持数据校验与缺失项标注；当用户需要生成入厂检验规程、编制IQC检验规范、制作产品质量检验标准文件时使用
518,meihua-yishu,@org-gfrg4dba/meihua-yishu,300,0,0,enterprise,life-service,上海熵海领航科技有限公司,true,上海熵海领航科技有限公司,,2026-07-22,2026-08-16,1.0.1,邵雍正宗梅花易数，先天数起卦+体用生克+互卦变卦+月令旺衰，64卦全维度专业解读 北宋邵雍《梅花易数》正宗算法，纯服务端运行。 支持三种起卦方式：时间起卦（邵雍正宗法）、报数起卦、字数起卦 支持三个解读深度：基础版 / 详细版 / 大师级 专业实现： • 先天数起卦（乾一兑二离三震四巽五坎六艮七坤八） • 体用判定（动爻所在卦为用，另一卦为体） ,邵雍正宗梅花易数，先天数起卦+体用生克+互卦变卦+月令旺衰，64卦全维度专业解读 北宋邵雍《梅花易数》正宗算法，纯服务端运行。 支持三种起卦方式：时间起卦（邵雍正宗法）、报数起卦、字数起卦 支持三个解读深度：基础版 / 详细版 / 大师级 专业实现： • 先天数起卦（乾一兑二离三震四巽五坎六艮七坤八） • 体用判定（动爻所在卦为用，另一卦为体） 
519,5s-management,@engicool/5s-management,299,0,2,enterprise,business-ops,工程客,true,上海锋库网络科技有限公司,,2026-07-02,2026-08-15,1.1.0,提供5S管理标准指引与目视化管理方案设计能力；当需要进行现场5S检查、标准查询、目视化设计、问题诊断或生成管理报告时使用；覆盖整理、整顿、清扫、清洁、素养全流程,提供5S管理标准指引与目视化管理方案设计能力；当需要进行现场5S检查、标准查询、目视化设计、问题诊断或生成管理报告时使用；覆盖整理、整顿、清扫、清洁、素养全流程
520,tencentcloud-aigc-recog-video,@tencent-adm/tencentcloud-aigc-recog-video,299,0,0,enterprise,it-ops-security,腾讯云内容识别团队,true,腾讯科技（深圳）有限公司,https://clawhub.ai/shawn233/tencentcloud-aigc-recog-video,2026-03-09,2026-08-15,1.0.9,腾讯云 AI 生成视频识别 (TencentCloud Video AIGC Detection) 技能。适用于 AI 生成视频检测、视频真伪鉴别、AI 合成视频检测、Deepfake 视频检测等场景。TencentCloud Video AIGC Detection is an AI-generated con...,腾讯云 AI 生成视频识别（TencentCloud Video AIGC Detection）技能，适用于 AI 生成视频检测、视频真伪鉴别、AI 合成视频检测和 Deepfake 检测等场景。
521,jd-resume-matcher,@org-t9iphcmf/jd-resume-matcher,298,0,1,enterprise,business-ops,慧博云通科技股份有限公司-257,true,慧博云通科技股份有限公司,,2026-06-15,2026-08-16,1.0.0,"|JD分析与人岗匹配专业技能，服务于人力资源招聘场景。 触发条件： - 提到""JD分析""、""职位分析""、""解析职位描述""、""分析招聘要求"" - 提到""人岗匹配""、""简历匹配""、""匹配度分析""、""简历评估"" - 提到""生成匹配报告""、""招聘分析报告""、""候选人评估"" - 提供JD文档并要求分析 - 提供JD和简历要求进行匹配分析 支持文件格式：.docx、.pdf、.tx","|JD分析与人岗匹配专业技能，服务于人力资源招聘场景。 触发条件： - 提到""JD分析""、""职位分析""、""解析职位描述""、""分析招聘要求"" - 提到""人岗匹配""、""简历匹配""、""匹配度分析""、""简历评估"" - 提到""生成匹配报告""、""招聘分析报告""、""候选人评估"" - 提供JD文档并要求分析 - 提供JD和简历要求进行匹配分析 支持文件格式：.docx、.pdf、.tx"
522,xiaozhi-recycle,@bearhome/xiaozhi-recycle,298,0,3,enterprise,business-ops,熊洞科技,true,北京熊洞科技有限公司,,2026-06-17,2026-08-15,1.0.0,小智回收提供的自助下单skill，通过和用户对话，了解用户需求，协助用户创建回收订单； 支持家电、衣服、数码、图书等生活中常见品类的回收，微信授权后可通过小智回收小程序查看回收记录和回收进展； 全品类回收还是看小智回收；,小智回收提供的自助下单skill，通过和用户对话，了解用户需求，协助用户创建回收订单； 支持家电、衣服、数码、图书等生活中常见品类的回收，微信授权后可通过小智回收小程序查看回收记录和回收进展； 全品类回收还是看小智回收；
523,ai-pc-butler-v2,@org-08witdmq/ai-pc-butler-v2,297,0,0,enterprise,it-ops-security,吉欣科技,true,昆明市盘龙区吉欣日用百货经营部,,2026-08-07,2026-08-16,1.7.56,电脑救星：扫描 Windows C 盘，把内容分为绿区（纯缓存，可一键清理）与红区（不动、不展示），并提供大目录迁移（只搬不删、建 junction 零丢失）；生成单文件 HTML 报告并提供本地 token 防护的一键清理 / 迁移交互服务。报告页另提供「其他盘深度扫描」：用户到达报告页后主动选 D/E 等盘，只读列出占用大头的位置（文件夹榜 + 大文件榜，含体积/路径/类型），不删不搬、删不删,电脑救星：扫描 Windows C 盘，把内容分为绿区（纯缓存，可一键清理）与红区（不动、不展示），并提供大目录迁移（只搬不删、建 junction 零丢失）；生成单文件 HTML 报告并提供本地 token 防护的一键清理 / 迁移交互服务。报告页另提供「其他盘深度扫描」：用户到达报告页后主动选 D/E 等盘，只读列出占用大头的位置（文件夹榜 + 大文件榜，含体积/路径/类型），不删不搬、删不删
524,doe-experiment-design,@engicool/doe-experiment-design,297,0,1,enterprise,data-analysis,工程客,true,上海锋库网络科技有限公司,,2026-07-02,2026-08-15,1.1.0,生成全因子与部分因子实验方案；支持自定义因子/水平数、分辨率设置及CSV导出，用于实验设计与数据分析；覆盖DOE、正交实验、田口方法等常见设计,生成全因子与部分因子实验方案；支持自定义因子/水平数、分辨率设置及CSV导出，用于实验设计与数据分析；覆盖DOE、正交实验、田口方法等常见设计
525,vercel-react-best-practices,@org-02qudk26/vercel-react-best-practices,296,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-15,1.0.0,来自 Vercel Engineering 的 React 和 Next.js 性能优化指南。用于编写、审查或重构 React/Next.js 代码以确保最佳性,来自 Vercel Engineering 的 React 和 Next.js 性能优化指南。用于编写、审查或重构 React/Next.js 代码以确保最佳性
526,esg-report-compiler,@engicool/esg-report-compiler,293,0,2,enterprise,data-analysis,工程客,true,上海锋库网络科技有限公司,,2026-07-02,2026-08-16,1.0.0,协助企业完成ESG报告全流程编制；支持ESG数据收集整理、GRI/TCFD标准框架映射、数据验证、多维度可视化及PDF/HTML报告导出；当用户需要编制/生成ESG报告、分析ESG绩效数据或准备可持续发展披露文件时使用,协助企业完成ESG报告全流程编制；支持ESG数据收集整理、GRI/TCFD标准框架映射、数据验证、多维度可视化及PDF/HTML报告导出；当用户需要编制/生成ESG报告、分析ESG绩效数据或准备可持续发展披露文件时使用
527,captcha,@org-rn88lg3j/captcha,293,0,0,enterprise,dev-programming,小笨羊科技,true,小笨羊科技（北京）有限公司,,2026-07-16,2026-08-15,1.0.0,验证码识别工具集，支持文本、滑块、旋转、选择等验证方式的识别。注意：一定要遵守目标网站或系统的使用条款和法律法规，在允许的条件下使用。,验证码识别工具集，支持文本、滑块、旋转、选择等验证方式的识别。注意：一定要遵守目标网站或系统的使用条款和法律法规，在允许的条件下使用。
528,management-system-audit,@engicool/management-system-audit,293,0,2,enterprise,business-ops,工程客,true,上海锋库网络科技有限公司,,2026-07-02,2026-08-15,1.1.0,分析管理体系文件的逻辑完整性与合规性，识别差异点和风险，提供结构化改进建议；适用于内审、供应商评估、认证准备及流程改善场景,分析管理体系文件的逻辑完整性与合规性，识别差异点和风险，提供结构化改进建议；适用于内审、供应商评估、认证准备及流程改善场景
529,anquan-shen-he-xia,@org-safetychen/anquan-shen-he-xia,293,0,0,enterprise,content-creation,安全陈工,false,,,2026-05-25,2026-08-15,1.9.0,"本技能是""安全陈工内容创作流水线""的第三环节，负责内容审核。接收""安全文案虾""移交的文章初稿，执行全文审核（12个维度：专业准确性、法规引用、表达质量、AI味检查、声明引用一致性等），输出审核报告（问题清单+修改应），问题清零才放行。定位：内容创作流水线的""质量门禁""，确保所有对外发布内容的专业质量和表达质量。输入：文章初稿（来自文案虾）+ 自查报告（文案虾禁用词检查） 输出：审核报告（Markd","本技能是""安全陈工内容创作流水线""的第三环节，负责内容审核。接收""安全文案虾""移交的文章初稿，执行全文审核（12个维度：专业准确性、法规引用、表达质量、AI味检查、声明引用一致性等），输出审核报告（问题清单+修改应），问题清零才放行。定位：内容创作流水线的""质量门禁""，确保所有对外发布内容的专业质量和表达质量。输入：文章初稿（来自文案虾）+ 自查报告（文案虾禁用词检查） 输出：审核报告（Markd"
530,remote-browser-deploy,@efficient-technology/remote-browser-deploy,293,0,0,enterprise,it-ops-security,效享网络,true,四川效享网络科技有限公司,,2026-06-03,2026-08-14,1.0.1,一键部署远程可视化浏览器：Linux（云服务器/NAS/本地）noVNC + Chromium + CDP 三合一，Windows 本机 Edge/Chrome CDP 一键接管。技术栈：noVNC（Web VNC）+ Chromium（浏览器）+ CDP（Chrome DevTools Protocol）。解决...,一键部署远程可视化浏览器：Linux（云服务器/NAS/本地）noVNC + Chromium + CDP 三合一，Windows 本机 Edge/Chrome CDP 一键接管。技术栈：noVNC（Web VNC）+ Chromium（浏览器）+ CDP（Chrome DevTools Protocol）。解决...
